_id,applicant_id_token,age_band,ip_anonymised,email_hash,spending_behavior,processing_timestamp,applicant_info.gender,applicant_info.zip_code,financials.annual_income,financials.credit_history_months,financials.debt_to_income,financials.savings_balance,decision.loan_approved,decision.rejection_reason,loan_purpose,decision.interest_rate,decision.approved_amount,ssn_is_duplicate
app_078,b8d1fe1d9d7fa2c50e0fe1e1a37a4de6f94297fbb5c619138aadea6ad6f968d5,25-29,172.30.31.0,f4ff8ffdec76f7aad6eb6189301fcaee24a7993080dd66340802b3277b8ad37e,"[{'category': 'Transportation', 'amount': 294}]",,Female,90299.0,47000.0,19.0,0.26,14054.0,False,insufficient_credit_history,,,,False
app_079,bfd17a0b97aab621b29e1609e2525048b00686a5ff16d29471d8d330210a5615,50-54,192.168.93.0,bf44621714e490d3c2945e5994bb325de36fb74a6a4e5b3c95a0edde6ad1518e,"[{'category': 'Utilities', 'amount': 815}, {'category': 'Dining', 'amount': 748}]",,Female,90280.0,97000.0,102.0,0.31,32958.0,False,high_dti_ratio,,,,False
app_080,7432b5214869023d5f93ac48fb3708157f87e0c335f2cd7f4ce2f9288727542d,35-39,10.222.104.0,8e37701147ecdd4cae7ba879245417f27429655aca032524ed126753a90dc2d0,"[{'category': 'Utilities', 'amount': 821}, {'category': 'Dining', 'amount': 314}]",,Male,10075.0,111000.0,58.0,0.39,18138.0,True,,,3.1,37000.0,False
app_081,3e45fc68a61917e4c17462b98f6c20a8337ef9a1d012d25f49aa4eeb85ff8d7a,30-34,192.168.181.0,75c5fcc631fdf492e2adfae1a90aaa9fb86a3fea8deed7b640696aadb313bc5e,"[{'category': 'Rent', 'amount': 519}]",,Female,10053.0,41000.0,8.0,0.32,13208.0,False,high_dti_ratio,,,,False
app_082,e96d9f7644d79155a20345aa31d53915c69ad61102dcb1643dd8d152c647143d,25-29,192.168.26.0,3b5217c6c592f194cfc207b4c3b432a45db649bf582300b453cd5550c4e0995c,"[{'category': 'Transportation', 'amount': 108}, {'category': 'Utilities', 'amount': 819}]",,Female,10096.0,52000.0,62.0,0.22,13436.0,True,,,3.2,27000.0,False
app_083,024c3e4fdd1929d703b1c8638edab236d93be1a156f2c45075c456fa4f806414,35-39,172.27.230.0,672296f2d775061d1180a660be78cfc68c35cf91eb2349ea728cc5318ad69dec,"[{'category': 'Groceries', 'amount': 375}, {'category': 'Shopping', 'amount': 180}, {'category': 'Transportation', 'amount': 571}]",,Male,10069.0,57000.0,40.0,0.23,29607.0,False,algorithm_risk_score,,,,False
app_084,07736fff31a858581ae7687275dbc0f2069ebe1bacf840561dad1a6baa96160a,35-39,10.162.27.0,1fe61a3ce2eff1dd72d533fee8e8a152f20c38efe536c73899a0557d6fbb8a7d,"[{'category': 'Shopping', 'amount': 217}]",,Female,90279.0,160000.0,54.0,0.4,78286.0,True,,,4.0,50000.0,False
app_085,4713d681a6492741473d777fe34a23cbfb986e8a93a206bbb0f09b41ddb48640,25-29,10.229.154.0,b7ed2e31ad1167c7c5feeb22d7c57bfe13b73c00404f5965be89453ef27cb907,"[{'category': 'Fitness', 'amount': 679}, {'category': 'Entertainment', 'amount': 337}, {'category': 'Travel', 'amount': 382}]",,Female,90234.0,37000.0,5.0,0.15,18428.0,False,insufficient_credit_history,,,,False
app_086,5b515d1dc29f4dca18e6023d71cab0aeb6b87bd72eb6a24cd4f7e45561c2c35c,30-34,172.24.172.0,451e1b549c3cdb2cdc859bffd4dc1b189964e9414dace46aaf46df3b4114812a,"[{'category': 'Dining', 'amount': 359}, {'category': 'Shopping', 'amount': 574}]",,Male,10030.0,115000.0,15.0,0.17,50342.0,True,,,2.9,80000.0,False
app_087,22f6d79b39101750ddb83593fb84af1ac5aa6dac81e5ceae4bd22414482936de,35-39,10.200.71.0,03813d31750f780311e4f7746da08f022eda34a220abe377cc663fc30830114f,"[{'category': 'Entertainment', 'amount': 726}, {'category': 'Insurance', 'amount': 54}]",,Female,90247.0,94000.0,53.0,0.1,48204.0,True,,,3.2,35000.0,False
app_088,,35-39,172.23.224.0,318e77a8008995b708580918480956a24f79788290749a05a05d3a977d1e5e40,"[{'category': 'Transportation', 'amount': 339}]",,Female,90229.0,55000.0,55.0,0.43,29118.0,False,algorithm_risk_score,,,,True
app_089,76658ff4dc3cd37c4f7a5f0e09c8170793031152aa41a4ec9e1fe424e1184e03,45-49,10.12.86.0,7f1553cbee7abbbca959118fa6d13cc635c37014c9dc3e10a39d2ca468737667,"[{'category': 'Education', 'amount': 511}, {'category': 'Insurance', 'amount': 689}]",,Female,90251.0,93000.0,98.0,0.22,23117.0,True,,,5.5,53000.0,False
app_090,678615321f3ef214ffa40f832c14869ee60ed91db25a371d7f87a27a57ef0fce,30-34,192.168.29.0,cb29dd29cf951a8a74fd939b4bae67bf4f00af85219d6307f081049e41ba4a5d,"[{'category': 'Travel', 'amount': 728}, {'category': 'Shopping', 'amount': 776}, {'category': 'Dining', 'amount': 106}]",,Female,90297.0,46000.0,41.0,0.05,25176.0,True,,,4.4,67000.0,False
app_091,575c544315ee2498c4af11f90576b7916050871b8379f9d5790f58ef222c25f9,35-39,10.64.161.0,41d9f670ba87557fb5c0fb0f75b70d3f0a50e04a38ccc98fa4e5a35881184694,"[{'category': 'Healthcare', 'amount': 542}]",,Male,90218.0,95000.0,36.0,0.12,33444.0,True,,,4.9,45000.0,False
app_092,496f12418ae580947e849e43397a1edfd88f067bde26bc6b88161c239e48c12e,25-29,10.218.56.0,75f9e3c174d2eb4753c2abf562d4a0fe5da564423da58e61d7eeb8cf445e601f,"[{'category': 'Fitness', 'amount': 330}]",,Female,90222.0,22000.0,31.0,0.4,14473.0,True,,,5.5,29000.0,False
app_093,f59aea27fab05232b7a19419625d178e87baecab1456b6273b8b6929b96d7a46,40-44,172.20.198.0,863a94cb8989878d2809c4d47a0d7679d9d105e27e3f2709df885fc9a3269742,"[{'category': 'Education', 'amount': 857}, {'category': 'Fitness', 'amount': 338}]",,Female,90230.0,137000.0,36.0,0.08,16139.0,True,,,6.1,59000.0,False
app_094,938e71253d1adeb5536bb7bab92e1b2df6580bc4befc8cf2e403826e1cb362f8,35-39,10.175.210.0,af4909c5f5e86898f8e31e91d32f2b18d5ea61d88bf4d25bd46961d4b2e168e2,"[{'category': 'Healthcare', 'amount': 891}, {'category': 'Entertainment', 'amount': 332}, {'category': 'Groceries', 'amount': 671}]",,Male,10092.0,111000.0,44.0,0.43,47525.0,True,,,4.3,28000.0,False
app_095,0daa49db0e076bc46ff7f9ea4ac236630ed917268994feb050b41d4270096f99,35-39,192.168.112.0,c1545dd9813adfa93c4da97ed9221b85440dfc7118fb81562cb3dd6d5edd2e16,"[{'category': 'Rent', 'amount': 804}]",,Male,10049.0,116000.0,58.0,0.39,53274.0,True,,,5.0,51000.0,False
app_096,e04936829fb76fa79a34b919b54a9788bfe9a283d0bf42061d522f00b9c43a24,30-34,10.185.208.0,e04612195c8bfca9f85556cbf72d3bb2a957aaefc07c9c7f90f3fea902dae54a,"[{'category': 'Utilities', 'amount': 298}]",,Male,10014.0,84000.0,8.0,0.3,41724.0,False,algorithm_risk_score,,,,False
app_097,ee5c78d807ceceedd9030ee78b9995b3f392c3a0e8d9b0e8a2d86a7a91b7fd63,45-49,10.9.148.0,a653d2c4f946cdcde38834d2480438345e7a826610c8b56b49625edfc8cc9864,"[{'category': 'Fitness', 'amount': 442}, {'category': 'Gambling', 'amount': 216}]",,Female,90262.0,141000.0,33.0,0.26,22923.0,False,insufficient_credit_history,,,,False
app_098,db2eb3b84093f950bd87b647a0c87422dee8d3a800a27e255b97ef9abf281ab7,60-64,172.26.124.0,517739ea2666eef2d8ba958be373f611fdddf049a5679cbcd08846ce895260c0,"[{'category': 'Transportation', 'amount': 784}, {'category': 'Education', 'amount': 722}]",,Male,10006.0,92000.0,92.0,0.38,34427.0,False,algorithm_risk_score,,,,False
app_099,806576b75916c75baa77b61a2b79dfa0b8aacbf58c4f42cd0d07b639a561e654,35-39,10.62.62.0,03c1a6e2b0058c3775a190b81ba8ceeebdd6ca5493bdd90f9ddd399410cf4323,"[{'category': 'Dining', 'amount': 458}]",,Male,10022.0,55000.0,61.0,0.17,30159.0,True,,,5.6,27000.0,False
app_100,289da492c190eceb2bb8ff428a4a5ba390c162e7b50b56cc2891ae8541079d0d,60-64,172.29.10.0,b8fe47f2ad9d4d3c670499366f142a936d1f02c795cb24e56933b1ed3b0b5f5d,"[{'category': 'Utilities', 'amount': 184}, {'category': 'Dining', 'amount': 463}]",,Male,10001.0,79000.0,99.0,0.22,36346.0,True,,,2.8,19000.0,False
app_101,,25-29,172.30.237.0,f411dc3a23ddf721881c1157c6661398b81e843bc0550fedefdbf3f723d65e13,"[{'category': 'Groceries', 'amount': 527}, {'category': 'Entertainment', 'amount': 464}]",,Female,90255.0,55000.0,0.0,0.3,15364.0,False,algorithm_risk_score,,,,True
app_102,906d0237c9f8bee72dc9af434970330e46cf6021d1afcd3d78d6c649d6f49f3a,30-34,192.168.182.0,cce0b25c8f2f6bbab01c263bdd49aa5f836f8177bfeab63330629e86ad748768,"[{'category': 'Education', 'amount': 320}]",,Male,90279.0,76000.0,25.0,0.2,20000.0,True,,,3.2,22000.0,False
app_103,01e5eba52ba30cb6210eafdda4d0d8b8175ebde3ab17b35f79513c7faf02bbac,45-49,172.30.61.0,33633c20cac3c5d66d20bf7394d8741853a9dc0452ae521fad0be7c930e8d573,"[{'category': 'Insurance', 'amount': 693}]",,Female,10085.0,148000.0,56.0,0.25,61857.0,True,,,4.3,48000.0,False
app_104,95c4818c91ee23e3bd43aac4335dbe2c8a4efa9e602aa93035213e9688123961,50-54,10.130.39.0,da8b8d89fe3e6473deb8ed89d5401918ea59b1935f519ea0a0d6c9bbe308fcab,"[{'category': 'Healthcare', 'amount': 425}]",,Female,90254.0,84000.0,85.0,0.35,32846.0,True,,,3.6,76000.0,False
app_105,a36f3bcc6c76b0bf6b53ba4ddc793da14296a2b8cf17ed8f3c67b4ec85e405fd,40-44,10.54.152.0,81e55ae1870de8d97c7e08fd7315eb8de68388acc70bae0182cdced727a558b9,"[{'category': 'Entertainment', 'amount': 512}, {'category': 'Travel', 'amount': 568}]",,Female,90243.0,116000.0,22.0,0.2,69276.0,True,,,3.6,75000.0,False
app_106,5cf1eb7e5b966e9c75aeef542fbd599fa925ffaa95db2cba0fe0939cc6c986db,25-29,192.168.62.0,c26db5d0cfd98dfb577c4eba1cce6b1de8c3583bafe7208476bfc028614cc349,"[{'category': 'Fitness', 'amount': 317}, {'category': 'Rent', 'amount': 319}]",,Male,10043.0,44000.0,20.0,0.16,13124.0,False,algorithm_risk_score,,,,False
app_107,a004bd572a077acedacef77b28bd49af65345be8c27b7100d51ea05389037bea,65-69,172.30.66.0,7ebae0d1f9f0074ae2f7e7925a24c1785ed102cfcb2440e834bbcf6cd8379a25,"[{'category': 'Dining', 'amount': 581}, {'category': 'Rent', 'amount': 857}]",,Male,10087.0,91000.0,105.0,0.3,37143.0,False,algorithm_risk_score,,,,False
app_108,8f0b438468663f967a46cfc434fa7b7e5cdb770c1d7334ece1f07762759572ac,50-54,10.226.135.0,89bc51749590cca60aa4e0a9cf07f50a81ea1760cd3d24bfc90677f8e3e23711,"[{'category': 'Transportation', 'amount': 383}]",,Male,10057.0,93000.0,62.0,0.42,29257.0,True,,,4.2,44000.0,False
app_109,45ca3a486547b757cc999d901307cb9aa92b03f96c89107a63b622b393c41b31,25-29,10.105.58.0,0481c69f87109a8abcb4f3f2e439c01afc1c768a5a2acd84a6fda15d6d8788bc,"[{'category': 'Fitness', 'amount': 67}, {'category': 'Travel', 'amount': 772}, {'category': 'Rent', 'amount': 715}]",,Female,90278.0,47000.0,27.0,0.23,17289.0,True,,,4.0,17000.0,False
app_110,7edfb16755ffb55aa61023b14efaf2cbda9d8eac0c80610752b3cf8a46e3b087,60-64,192.168.251.0,3573352701c55c74b54d4c6d0b31af541cd189f36e5d035215a2ef2d4a259b63,"[{'category': 'Groceries', 'amount': 316}, {'category': 'Education', 'amount': 181}]",,Male,10011.0,111000.0,112.0,0.07,58086.0,True,,,3.4,78000.0,False
app_111,68b748a089d980ae7b21ca941edd4fd7559e4d23750c1fd6d3eaf0b87a2eae5d,25-29,192.168.71.0,2beb21af7562782ba98517efb858c51db132430e732ac814527efa8ae561933c,"[{'category': 'Utilities', 'amount': 447}, {'category': 'Education', 'amount': 644}]",,Male,10063.0,42000.0,55.0,0.26,9507.0,True,,,3.2,70000.0,False
app_112,7c72b4c55e46cb6f1f9e9c67819c99e0764b696873ed2d74038e40390379d3ae,25-29,10.134.193.0,6670229cbf47b28e81a33f2e579c6362d288d3bd662ad4daf3c8cf889cb6712d,"[{'category': 'Dining', 'amount': 841}, {'category': 'Transportation', 'amount': 564}]",,Female,90207.0,56000.0,42.0,0.39,1863.0,True,,,3.2,57000.0,False
app_113,ab2e821e80f0a3a2f8d9141205eea07b0d53f42c764eb8d7b9804cd04b0bfa94,25-29,10.163.154.0,8014bdaaf69bd0f7d71d6259c2af99fb068307a0de16ad89a92b9ec712a6a731,"[{'category': 'Utilities', 'amount': 359}, {'category': 'Transportation', 'amount': 723}]",,Female,90272.0,40000.0,45.0,0.22,11728.0,False,algorithm_risk_score,,,,False
app_114,2fc0016af0b033f1d173b4caea19bfce658be70e0fbd21a538eb9e2f083b70a6,35-39,172.20.125.0,edbe077b9401ac7f50390918ba5838482ea4f0601f5df6e8e0b684c42817305b,"[{'category': 'Groceries', 'amount': 819}, {'category': 'Travel', 'amount': 261}]",,Female,90204.0,75000.0,52.0,0.12,23554.0,True,,,3.9,50000.0,False
app_115,a1520cd817a00d923fef289995a030d2edb4a550dd55fa7b82ec6b42087b07bd,45-49,10.101.190.0,4da6eecee0a2e551aa2ae0704245334d278320ada405fc76f1a08defca26bda4,"[{'category': 'Transportation', 'amount': 239}]",,Female,90294.0,123000.0,52.0,0.07,82257.0,True,,,3.6,23000.0,False
app_116,7c280b867b4a815494ee61a34c5159822cf39b4106367a1ab5cb6641a04f5141,30-34,172.29.175.0,3423321dac9d4fba5f41b49bf4b50008d324197f918384fb2c1978c6be4cf88b,"[{'category': 'Fitness', 'amount': 301}, {'category': 'Transportation', 'amount': 439}]",,Female,90224.0,102000.0,38.0,0.09,41035.0,False,algorithm_risk_score,,,,False
app_117,b7690ddea8c4f74c506ee0903731396a15054c04ff32dbc585779d53c1166ab5,40-44,10.112.253.0,3d94e946245f84c1ea3a7a53a54f2e7decb7007ee4545e5017fb451b7f810143,"[{'category': 'Education', 'amount': 339}]",,Male,10002.0,69000.0,109.0,0.21,22879.0,True,,,5.9,77000.0,False
app_118,3cba1ce1a64e8c97b15277171884d80dbedff38d4baa1e8eb516c23be81d114a,65-69,192.168.87.0,584498d82cd0cbbcd69c4ccd53da8ada341e8234d3776c94ddea34170fe26567,"[{'category': 'Education', 'amount': 754}, {'category': 'Travel', 'amount': 209}]",,Female,30038.0,110000.0,87.0,0.34,47222.0,False,algorithm_risk_score,,,,False
app_119,fde3bdb9d905448a743e4535c22fa41a973a635edefeb708e2093b315324b6ac,30-34,172.30.159.0,8c7644bee420a98e51f3b9be7fb309436e957b1e7958dcf47a52aa2125b4131b,"[{'category': 'Shopping', 'amount': 761}]",,Female,90216.0,74000.0,0.0,0.45,24617.0,False,algorithm_risk_score,,,,False
app_120,,,,,"[{'category': 'Utilities', 'amount': 808}, {'category': 'Dining', 'amount': 590}]",,Female,90240.0,103000.0,96.0,0.45,26517.0,False,algorithm_risk_score,,,,False
app_121,c40e17e2556ee376acec79f6e62eafbfba2379f984a7c833c6d400f88eacb66f,40-44,10.184.42.0,7b5de1afb71aafa4873aff9471de36010ce6df333e08ae873f38614895239449,"[{'category': 'Shopping', 'amount': 546}, {'category': 'Dining', 'amount': 753}, {'category': 'Insurance', 'amount': 432}]",,Male,10020.0,90000.0,58.0,0.11,34768.0,True,,,3.3,66000.0,False
app_122,d77b4ba907b1ef9e6e0b51ab0cb71fe5751732c653b9815f21f5cbeb143322ce,60-64,192.168.201.0,5b44351fc3d77cc2102dafab00d959e07f92cb017edeb5bce3b29d7842bcbaee,"[{'category': 'Insurance', 'amount': 685}, {'category': 'Utilities', 'amount': 782}, {'category': 'Travel', 'amount': 888}]",,Male,10057.0,98000.0,61.0,0.26,14834.0,True,,,5.5,69000.0,False
app_123,7756e96cec398ca5cfb6467d68ace58a90f4e1af65a6aafefd7f85fb6e4d640c,50-54,10.153.125.0,abd81ded275ce19d3da2f69ae586d1e38983655dde15a3f7a9d7f4b973457dd5,"[{'category': 'Groceries', 'amount': 779}]",,Female,90272.0,87000.0,82.0,0.23,39088.0,False,algorithm_risk_score,,,,False
app_124,b62c07b3fd035cc6276ee38b96c45b388a6319c3fc397c646694e4296b8a90e0,35-39,172.29.74.0,a85d90a6cdc00b8a46a83b1682872c0bf35342e613f263847256d41ffcba15af,"[{'category': 'Transportation', 'amount': 288}]",,Male,10025.0,65000.0,54.0,0.18,11237.0,True,,,4.3,49000.0,False
app_125,7ebb7461e93980f868e6a2f9350a0c3acd7b2e1ec1a8b5ef9da0e81c755a763b,35-39,10.188.66.0,9e746e95e74c9c89e02d28ca7e2401b23c0d6418200f713641097af72c1c502c,"[{'category': 'Transportation', 'amount': 385}]",,Female,90203.0,77000.0,72.0,0.36,30414.0,False,algorithm_risk_score,,,,False
app_126,9464ede08141c58a527236127f848e5d2e0fcf16992ac085504ade1c1b762508,35-39,192.168.199.0,877a49e8e217a63a7988f58cc5dfbf71c93aa49d170880ce80cbac672f2f2bd9,"[{'category': 'Shopping', 'amount': 861}]",,Male,10054.0,83000.0,48.0,0.39,33657.0,True,,,4.1,37000.0,False
app_127,e65f5d0d1d47258bea6fa5fafe929ce2e51e999e634ba9d063a98a99533d4fa9,55-59,172.22.250.0,e0c153f0aa52120cc07872eb201d575063acdef33e1e0a5c5e31870371b1f8f9,"[{'category': 'Entertainment', 'amount': 581}, {'category': 'Dining', 'amount': 739}, {'category': 'Utilities', 'amount': 379}]",,Male,90261.0,73000.0,78.0,0.15,28164.0,True,,,5.9,53000.0,False
app_128,fea017455056d3fafb43b9baa00bce7807b56ec7b6eea626cbc02eb30fb6fcec,40-44,10.5.184.0,67b74340f7ee36f2074fdfe958da6d0237e6a26835364299cdb37ed9518ea7ed,"[{'category': 'Fitness', 'amount': 199}]",,Male,10078.0,94000.0,81.0,0.4,73842.0,False,high_dti_ratio,,,,False
app_129,aa2a098439f6b00bc0204b08e80bb439c827d2445e1703d671388d08132da940,40-44,10.220.105.0,8d9dc841d4898fe07fe45bc7260877fd71be57560511025e4e379364fbdb1ba8,"[{'category': 'Entertainment', 'amount': 334}]",,Female,10059.0,108000.0,54.0,0.17,30185.0,True,,,2.8,30000.0,False
app_130,8d10d11193adb7ab71e5ca5f51cb9642486cb59a7804a882b79bf89ca0c02cad,40-44,172.27.3.0,d67b96cd8d564d8e6b8495e281caad54509c163482d067319ed2f449b837f02b,"[{'category': 'Healthcare', 'amount': 804}, {'category': 'Fitness', 'amount': 671}, {'category': 'Rent', 'amount': 598}]",,Female,90252.0,135000.0,62.0,0.09,30902.0,False,algorithm_risk_score,,,,False
app_131,7f3dc284a1f1dad31554395e1e032f6f82e231466cc72472d2d4d51b27db0f41,65-69,10.245.40.0,96575728e109d5296fafd5cbdc015a0bbcc0cb82a89e212148682d2be21c8e1b,"[{'category': 'Entertainment', 'amount': 878}, {'category': 'Rent', 'amount': 233}]",,Female,90286.0,85000.0,127.0,0.09,14930.0,True,,,5.8,32000.0,False
app_132,cac74176961b87f3d3928e4528c4b948bb162d5b3d2e0c41b1260086ad420b40,50-54,192.168.209.0,91990318171e003f547dada466b90a5293aaf9b2ff8be6186dd1222858be7ae5,"[{'category': 'Fitness', 'amount': 575}, {'category': 'Healthcare', 'amount': 91}]",,Male,10040.0,82000.0,42.0,0.39,25146.0,True,,,5.6,32000.0,False
app_133,40336aa8b5171cea3b1956288b53dd6caf2bbc10d4f6a1924fd64208dbb71ae7,35-39,172.25.65.0,05cbb9ed24c253551b4d2862fc818901e8482870d1fc6679c84ea22fb5204465,"[{'category': 'Insurance', 'amount': 319}, {'category': 'Dining', 'amount': 407}]",,Male,10022.0,70000.0,72.0,0.16,33883.0,False,algorithm_risk_score,,,,False
app_134,2b26890aeec9c50a96629bc5a57a016d783efe38ab0e029cc82f3482da3933a0,30-34,10.236.143.0,b54fac60cbcc75079e148ee8cd58f88c5c09f19f2a51355a09a14ef9e9a46a6d,"[{'category': 'Groceries', 'amount': 595}]",,Male,10048.0,98000.0,60.0,0.12,24889.0,True,,,6.0,69000.0,False
app_135,ba8df73a157c76fb50debe48336a53c4a197b77bc280c2ff08859d615f69a12c,35-39,10.172.73.0,dc8b7fdbf3cfaa55edeebbf2aef9e39fe3cfaa5bc30b548c1ad731e08e058fb9,"[{'category': 'Healthcare', 'amount': 255}, {'category': 'Travel', 'amount': 222}]",,Female,90202.0,65000.0,92.0,0.22,9369.0,False,algorithm_risk_score,,,,False
app_136,a484aa627ee28d8b5938dadbf83688682320a9847a3964fab005f605ddf1246f,30-34,192.168.88.0,1f18e68683291e3b591aafa81474e9be512843e0b120072d562edcac75c5d030,"[{'category': 'Entertainment', 'amount': 554}, {'category': 'Transportation', 'amount': 726}, {'category': 'Adult Entertainment', 'amount': 710}]",,Male,10026.0,29000.0,43.0,0.36,9624.0,True,,,5.8,72000.0,False
app_137,f47c73491b881c3f18f49fd4531b6ce84565754c339c3f28013c40c7158788ad,35-39,192.168.157.0,9f487900b69ae5bd17392f8a277e94489818d4b6bc130660f1a8fbd2d0366a57,"[{'category': 'Insurance', 'amount': 717}]",,Female,90205.0,81000.0,53.0,0.19,13306.0,False,algorithm_risk_score,,,,False
app_138,f022421b48bd238262da7ffe2f343e37cbc2a5cb3ba5099617677d68b2d91d14,60-64,192.168.36.0,6305cab63cd7a07dd277faa64c24836d97d9be11da76981bd24236a6f0a86355,"[{'category': 'Insurance', 'amount': 371}, {'category': 'Entertainment', 'amount': 305}, {'category': 'Adult Entertainment', 'amount': 848}]",,Male,10036.0,64000.0,56.0,0.24,26880.0,False,algorithm_risk_score,,,,False
app_139,8b04fc30354034d368afe71f5558204ec21e1911ca1f7aeed5e1e6930cf973bc,50-54,10.184.140.0,6bbdfc6a621bd55c25644bd42168744001ac01cc30226a4e492724ba64455bb2,"[{'category': 'Travel', 'amount': 617}]",,Male,10006.0,88000.0,76.0,0.06,25968.0,False,algorithm_risk_score,,,,False
app_140,82fcbd47f6742b4e0ca11236d6011ccddb0ab7fae1af27e372aa397a882026c4,50-54,172.20.105.0,6ee985aea3c00945b61d629bea4e05c3151c054137ccaa127c22969ef6c03219,"[{'category': 'Travel', 'amount': 487}, {'category': 'Shopping', 'amount': 315}]",,Male,10047.0,45000.0,76.0,0.15,16933.0,False,algorithm_risk_score,,,,False
app_141,ed82181a34818508db6ec400403e0c975dc591f1834084a5c347e3b811dd30fb,40-44,192.168.175.0,d6ce82c482e1c54197105fed3c121bd2a0db42f4a590ab6ef7301c24fa4f7fd6,"[{'category': 'Groceries', 'amount': 399}]",2024-01-15T00:00:00Z,Male,10002.0,125000.0,39.0,0.37,72682.0,True,,,3.2,37000.0,False
app_142,7a398352a9727142b18fe822f8bb2644e2c0812d2cc782263f133fbca45b95da,20-24,172.19.216.0,3c6caff415ac253716fdee90d9073d0a44f5e3afb58e0cd05388db8bdacac704,"[{'category': 'Groceries', 'amount': 146}]",2024-01-15T00:00:00Z,Male,10050.0,72000.0,66.0,0.34,15207.0,True,,,3.0,17000.0,False
app_143,2f9988b9e148d67af8c7bb484c261c44a836a685577a59073f085cb91f0f6f63,65-69,192.168.180.0,97d7861e6978b2843ec312a3ed5f22cc3c49189c2aaf24d9728427cab1881e24,"[{'category': 'Groceries', 'amount': 791}]",2024-01-15T00:00:00Z,Male,10048.0,66000.0,113.0,0.28,23503.0,True,,,6.4,66000.0,False
app_144,a329d76d345a3e5a8cdb4d4a21dad268a55840b5c739ef7164a10f10bbb78c03,25-29,10.176.136.0,db827612b616b9c19b5ac5429ef0440c631f062dacd4641d0c72b47c074639e7,"[{'category': 'Fitness', 'amount': 513}]",2024-01-15T00:00:00Z,Male,10024.0,56000.0,0.0,0.27,23970.0,True,,,6.2,39000.0,False
app_145,9acb4c967fd3735360c74e483c878b252ca63e7b763979f424ad186590f0d737,35-39,10.99.68.0,13a280e7b6541b3c2eda4ede1dbf4c59ebcf217fe27c4c0cb719fa30dcddf2c5,"[{'category': 'Utilities', 'amount': 826}]",2024-01-15T00:00:00Z,Female,90297.0,85000.0,26.0,0.43,17930.0,False,algorithm_risk_score,,,,False
app_146,fadf470aed9228d86d1d6d165937a74754833798eb50b744c196a0ba9ab4f41b,55-59,10.4.113.0,,"[{'category': 'Education', 'amount': 687}, {'category': 'Shopping', 'amount': 73}]",2024-01-15T00:00:00Z,Female,90262.0,79000.0,102.0,0.2,24961.0,True,,,2.7,61000.0,False
app_147,ae3eec3270e5b1e4916fcc71e5cf3283f1ee88e47de2d906e06e6cc05309c27f,45-49,10.177.132.0,8c6d5d73c2ddf99a22c3861b88763fadd88fe3cefc66f5e1b040cfd59c089983,"[{'category': 'Rent', 'amount': 817}, {'category': 'Healthcare', 'amount': 126}, {'category': 'Fitness', 'amount': 836}]",2024-01-15T00:00:00Z,Male,10092.0,79000.0,67.0,0.43,41974.0,True,,,4.9,65000.0,False
app_148,0d4efd8126fa0a8383a6e4854f54c695d9a89a16a1ab01ac4d0e5947a4b77688,40-44,10.121.226.0,c98d90e6781f207bc93f3cc0ad363d615299ebbcacd8c4de95cd0789f4f75e3d,"[{'category': 'Shopping', 'amount': 887}, {'category': 'Insurance', 'amount': 719}]",2024-01-15T00:00:00Z,Female,90261.0,122000.0,72.0,0.37,35207.0,True,,,3.3,25000.0,False
app_149,7de0103852f4d274481b35b9c0bb267a3864e01f97769a8bcce5c68aa7693123,45-49,10.251.107.0,10302176b057694313644cfbb1a1691649640adb0de86216ae7d0fd2306aba75,"[{'category': 'Utilities', 'amount': 570}, {'category': 'Dining', 'amount': 376}]",2024-01-15T00:00:00Z,Female,90224.0,132000.0,72.0,0.2,48329.0,True,,,5.1,29000.0,False
app_150,0697117bc84cb56db8f18eafd37168e8b865e78e8f3ec232f5906b33706cd453,45-49,172.19.176.0,f5798868232339dee33d44eaa8e9bba541ed88d7a3bbd3b37f986643489212c7,"[{'category': 'Education', 'amount': 858}]",2024-01-15T00:00:00Z,Female,90208.0,106000.0,49.0,0.25,38059.0,True,,,3.0,38000.0,False
app_151,b91d3a948fb1257135c6f4cdb290aff4e35ac1cf558c723b40a45f3173224a99,35-39,192.168.53.0,947dddf96e5d32be3da40af04dff431f74a6d3c1591aed0a5b8f12c94c0e5995,"[{'category': 'Utilities', 'amount': 786}]",2024-01-15T00:00:00Z,Male,10019.0,124000.0,59.0,0.4,53225.0,False,algorithm_risk_score,,,,False
app_152,f35f42be092e34a5508c1dd30d11ef5355849215f747133320e475025b267922,20-24,10.167.213.0,4e8718476ba20fab7f41ab30ed5070f239efe132de84b1ff87d67379d4fefe4e,"[{'category': 'Healthcare', 'amount': 893}]",2024-01-15T00:00:00Z,Male,10012.0,46000.0,26.0,0.16,21942.0,True,,,4.7,19000.0,False
app_153,25086eba51113f1a54fabe8323a75a8a7a5b995cb601ed50b13d635877d2c80c,45-49,192.168.15.0,74a2c5b77a8637d21cdb5cc25353013fa2344267a2dfaca8206567827ea72409,"[{'category': 'Insurance', 'amount': 377}]",2024-01-15T00:00:00Z,Female,90222.0,76000.0,56.0,0.36,11446.0,True,,,6.4,33000.0,False
